,id,label,value
8116,v000708,HAVEN'T THOUGHT MUCH ABOUT THIS (M4a,0
973,v000708,DK,8
1061,v000708,"RF. NA. INAP, Phone mode",9
1578,v000709a,"PROTECT ENVIRONMENT, EVEN IF IT COSTS",1
2511,v000709a,JOBS & STANDARD OF LIVING MORE IMPORT,5
3470,v000709a,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4427,v000709a,HAVEN'T THOUGHT MUCH,0
5306,v000709a,DK,8
6235,v000709a,"RF. NA. INAP, 1, 2, 4 in M4(1)",9
1579,v000709b,"PROTECT ENVIRONMENT, EVEN IF IT COSTS",1
2512,v000709b,JOBS & STANDARD OF LIVING MORE IMPORT,5
3471,v000709b,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4428,v000709b,"NA. INAP, 1, 2, 3 in M4(1)",0
5307,v000709b,DK,8
6236,v000709b,RF,9
1580,v000710,"PROTECT ENVIRONMENT, EVEN IF IT COSTS",1
2513,v000710,JOBS & STANDARD OF LIVING MORE IMPORT,5
3472,v000710,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4429,v000710,HAVEN'T THOUGHT MUCH (M4a.T only),0
5308,v000710,DK,8
6237,v000710,"RF. NA. INAP, FTF mode",9
1581,v000711,MUCH MORE IMPORTANT,1
2514,v000711,ONLY SOMEWHAT MORE IMPORTANT,5
3473,v000711,"NA. INAP, FTF mode. 0,7,8 or RF/NA in",0
1582,v000712,Environment much more important,1
2515,v000712,Environment somewhat more important,2
3474,v000712,Other/depends/neither,3
4430,v000712,Jobs somewhat more important,4
5309,v000712,Jobs much more important,5
6238,v000712,Haven't thought much (from M4a.T only,0
7168,v000712,DK,8
8117,v000712,"RF. NA. INAP, FTF mode",9
1583,v000713,SCALE: 1 / BRANCHING: Environment muc,1
2516,v000713,SCALE: 2 / BRANCHING: Environment som,2
3475,v000713,SCALE: 3 / BRANCHING: Other/depends/n,3
4431,v000713,SCALE: 4 / BRANCHING: Jobs somewhat m,4
5311,v000713,SCALE: 5 / BRANCHING: Jobs much more,5
6239,v000713,Haven't thought much (from M4a and M4,0
7169,v000713,DK,8
8118,v000713,RF. NA,9
1584,v000714,"PROTECT ENVIRONMENT, EVEN IF IT COSTS",1
7170,v000714,JOBS & STANDARD OF LIVING MORE IMPORT,7
8119,v000714,"NA. INAP, Phone mode",0
974,v000714,DK,8
1062,v000714,RF,9
1585,v000715,"PROTECT ENVIRONMENT, EVEN IF IT COSTS",1
2517,v000715,JOBS & STANDARD OF LIVING MORE,5
3476,v000715,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4432,v000715,"NA. INAP, FTF mode",0
5312,v000715,DK,8
6240,v000715,RF,9
1586,v000716,MUCH MORE IMPORTANT,1
2518,v000716,SOMEWHAT MORE IMPORTANT,5
3477,v000716,"NA. INAP, FTF mode. 7,8,9,0 or NA in",0
4433,v000716,DK,8
1587,v000717,Environment much more important,1
2519,v000717,Environment somewhat more important,2
3478,v000717,Other/depends/neither,3
4434,v000717,Jobs somewhat more important,4
5313,v000717,Jobs much more important,5
6241,v000717,"NA. INAP, FTF mode",0
7171,v000717,DK,8
8120,v000717,RF,9
1588,v000718,SCALE: 1 / BRANCHING: Environment muc,1
2520,v000718,SCALE: 2 / BRANCHING: Environment som,2
3479,v000718,SCALE: 3 / BRANCHING: Other/depends/n,3
4435,v000718,SCALE: 4 / BRANCHING: Jobs somewhat m,4
5314,v000718,SCALE: 5 / BRANCHING: Jobs much more,5
7172,v000718,DK,8
8121,v000718,RF,9
1589,v000719,"PROTECT ENVIRONMENT, EVEN IF IT COSTS",1
7173,v000719,JOBS & STANDARD OF LIVING MORE IMPORT,7
8122,v000719,"NA. INAP, Phone mode",0
975,v000719,DK,8
1063,v000719,RF,9
1590,v000720,"PROTECT ENVIRONMENT, EVEN IF IT COSTS",1
2521,v000720,JOBS & STANDARD OF LIVING MORE,5
3480,v000720,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4436,v000720,"NA. INAP, FTF mode",0
5315,v000720,DK,8
6242,v000720,RF,9
1591,v000721,MUCH MORE IMPORTANT,1
2522,v000721,SOMEWHAT MORE IMPORTANT,5
3481,v000721,"NA. INAP, FTF mode. 7,8,9,0 or NA in",0
4437,v000721,DK,8
1592,v000722,Environment much more important,1
2523,v000722,Environment somewhat more important,2
3482,v000722,Other/depends/neither,3
4438,v000722,Jobs somewhat more important,4
5316,v000722,Jobs much more important,5
6243,v000722,"NA. INAP, FTF mode",0
7174,v000722,DK,8
8123,v000722,RF,9
1593,v000723,SCALE: 1 / BRANCHING: Environment muc,1
2524,v000723,SCALE: 2 / BRANCHING: Environment som,2
3483,v000723,SCALE: 3 / BRANCHING: Other/depends/n,3
4439,v000723,SCALE: 4 / BRANCHING: Jobs somewhat m,4
5317,v000723,SCALE: 5 / BRANCHING: Jobs much more,5
7175,v000723,DK,8
8124,v000723,RF,9
1594,v000724,HOMOSEXUALS SHOULD BE ALLOWED TO SERV,1
2525,v000724,HOMOSEXUALS SHOULD NOT BE ALLOWED TO,5
4440,v000724,DK,8
5318,v000724,RF,9
1595,v000725,STRONGLY,1
2526,v000725,NOT STRONGLY,5
3484,v000725,"NA. INAP, 5,8,9,0 in M5",0
4441,v000725,DK,8
1596,v000726,STRONGLY,1
2527,v000726,NOT STRONGLY,5
3485,v000726,"NA. INAP, 1,8,9,0 in M5",0
4442,v000726,DK,8
1597,v000727,Strongly - should be allowed to serve,1
2528,v000727,Not strongly - should be allowed to s,2
3486,v000727,Not strongly - should not be allowed,4
4443,v000727,Strongly - should not be allowed to s,5
6244,v000727,DK,8
7176,v000727,RF,9
1598,v000728,MORE DIFFICULT,1
2529,v000728,MAKE IT EASIER,3
3487,v000728,KEEP THESE RULES ABOUT THE SAME,5
5319,v000728,DK,8
6245,v000728,RF,9
1599,v000729,A LOT MORE DIFFICULT,1
2530,v000729,SOMEWHAT MORE DIFFICULT,5
3488,v000729,"NA. INAP, 3,5,8,9,0 in M6a",0
1600,v000730,A LOT EASIER,1
2531,v000730,SOMEWHAT EASIER,5
3489,v000730,"NA. INAP, 1,5,8,9,0 in M6a",0
1601,v000731,A lot more difficult,1
2532,v000731,Somewhat more difficult,2
3490,v000731,Keep rules about the same,3
4444,v000731,Somewhat easier,4
5320,v000731,A lot easier,5
7177,v000731,DK,8
8125,v000731,RF,9
1602,v000732,NOT AT ALL IMPORTANT,1
2533,v000732,NOT TOO IMPORTANT,2
3491,v000732,SOMEWHAT IMPORTANT,3
4445,v000732,VERY IMPORTANT,4
5321,v000732,EXTREMELY IMPORTANT,5
7178,v000732,DK,8
1603,v000733,MORE DIFFICULT,1
2534,v000733,MAKE IT EASIER,3
3492,v000733,KEEP THESE RULES ABOUT THE SAME,5
5322,v000733,DK,8
6246,v000733,RF,9
1604,v000734,A LOT,1
2535,v000734,SOMEWHAT,5
3493,v000734,"NA. INAP, 5,8,9,0 in M6b",0
4446,v000734,DK,8
1605,v000735,A lot more difficult,1
2536,v000735,Somewhat more difficult,2
3494,v000735,Keep rules about the same,3
4447,v000735,Somewhat easier,4
5323,v000735,A lot easier,5
7179,v000735,DK,8
8126,v000735,RF,9
1606,v000736,VERY CERTAIN,1
2537,v000736,PRETTY CERTAIN,3
3495,v000736,NOT VERY CERTAIN,5
4448,v000736,"NA. INAP, 8,9,0 in M6b1/M6b2",0
5324,v000736,DK,8
1607,v000737,MORE DIFFICULT,1
2538,v000737,MAKE IT EASIER,3
3496,v000737,KEEP THESE RULES ABOUT THE SAME,5
5325,v000737,DK,8
6247,v000737,RF,9
1608,v000738,A LOT,1
2539,v000738,SOMEWHAT,5
3497,v000738,"NA. INAP, 5,8,9,0 in M6c",0
4449,v000738,DK,8
1609,v000739,A lot more difficult,1
2540,v000739,Somewhat more difficult,2
3498,v000739,Keep rules about the same,3
4450,v000739,Somewhat easier,4
5326,v000739,A lot easier,5
7180,v000739,DK,8
8127,v000739,RF,9
1613,v000740,VERY CERTAIN,1
2541,v000740,PRETTY CERTAIN,3
3499,v000740,NOT VERY CERTAIN,5
4451,v000740,"NA. INAP, 8,9,0 in M6c1/M6c2",0
1614,v000741a,FAVOR SCHOOL VOUCHER PROGRAM,1
2542,v000741a,OPPOSE SCHOOL VOUCHER PROGRAM,5
3500,v000741a,"NA. INAP, R selected for N1.E",0
4452,v000741a,DK,8
5327,v000741a,RF,9
1615,v000741b,FAVOR SCHOOL VOUCHER PROGRAM,1
2543,v000741b,OPPOSE SCHOOL VOUCHER PROGRAM,5
3501,v000741b,HAVEN'T THOUGHT MUCH ABOUT THIS,0
4453,v000741b,DK,8
5328,v000741b,"RF. NA. INAP, R selected for N1",9
1616,v000742,FAVOR SCHOOL VOUCHER PROGRAM,1
2544,v000742,OPPOSE SCHOOL VOUCHER PROGRAM,5
3502,v000742,HAVEN'T THOUGHT MUCH ABOUT THIS (N1.E,0
4454,v000742,DK,8
5329,v000742,"RF. NA. INAP, R selected for N1",9
1617,v000743,STRONGLY,1
2545,v000743,NOT STRONGLY,5
3503,v000743,"NA. INAP, 0,8,9 or NA in N1.E. R sele",0
1618,v000744,Favor strongly,1
2546,v000744,Favor not strongly,2
3504,v000744,Oppose not strongly,4
4455,v000744,Oppose strongly,5
5330,v000744,HAVEN'T THOUGHT MUCH ABOUT THIS (N1.E,0
6248,v000744,DK,8
7181,v000744,"RF. NA. INAP, R selected for N1",9
1619,v000745,FAVOR,1
2547,v000745,NEITHER FAVOR NOR OPPOSE (VOL),3
3505,v000745,OPPOSE,5
5331,v000745,DON'T KNOW,8
6249,v000745,RF,9
1620,v000746,YES,1
2548,v000746,NO,5
4456,v000746,DK,8
5332,v000746,RF,9
1621,v000747,SEE TO IT THAT WHITE AND BLACK CHILDR,1
2549,v000747,STAY OUT OF THIS AREA AS IT IS NOT TH,5
3506,v000747,OTHER. DEPENDS,7
4457,v000747,"NA. INAP, 5,8,9,0 in N3",0
5333,v000747,DK,8
6250,v000747,RF,9
1622,v000748,YES,1
2550,v000748,NO,5
4458,v000748,DK,8
5334,v000748,RF,9
1623,v000749,FAVOR,1
2551,v000749,OPPOSE,5
4459,v000749,DK,8
5335,v000749,RF,9
1624,v000750,STRONGLY,1
2552,v000750,NOT STRONGLY,5
3507,v000750,"NA. INAP, 5,8,9,0 in N5",0
4460,v000750,DK,8
1625,v000751,STRONGLY,1
2553,v000751,NOT STRONGLY,5
3508,v000751,"NA. INAP, 1,8,9,0 in N5",0
4461,v000751,DK,8
5336,v000751,RF,9
1626,v000752,Favor strongly,1
2554,v000752,Favor not strongly,2
3509,v000752,Oppose not strongly,4
4462,v000752,Oppose strongly,5
6251,v000752,DK,8
7182,v000752,RF,9
1627,v000753,FTF standard,1
2555,v000753,FTF experimental,2
3512,v000753,PHONE version 1,3
4463,v000753,PHONE version 2,4
1628,v000754a,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
7183,v000754a,A WOMAN'S PLACE IS IN THE HOME,7
8128,v000754a,HAVEN'T THOUGHT MUCH ABOUT THIS,0
976,v000754a,DK,8
1064,v000754a,"RF. NA. INAP, 2,3,4 in P1(1)",9
1629,v000754b,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
7184,v000754b,A WOMAN'S PLACE IS IN THE HOME,7
8129,v000754b,"NA. INAP, 1,3,4 in P1(1)",0
977,v000754b,DK,8
1065,v000754b,RF,9
1630,v000755,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
7185,v000755,A WOMAN'S PLACE IS IN THE HOME,7
8130,v000755,HAVEN'T THOUGHT MUCH ABOUT THIS (P1a,0
978,v000755,DK,8
1066,v000755,"RF. NA. INAP, Phone mode",9
1631,v000756a,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
2556,v000756a,A WOMAN'S PLACE IS IN THE HOME,5
3513,v000756a,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4464,v000756a,HAVEN'T THOUGHT MUCH,0
5337,v000756a,DK,8
6252,v000756a,"RF. NA. INAP, 1,2,4 in P1(1)",9
1632,v000756b,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
2557,v000756b,A WOMAN'S PLACE IS IN THE HOME,5
3514,v000756b,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4465,v000756b,"NA. INAP, 1,2,3 in P1(1)",0
5338,v000756b,DK,8
6253,v000756b,RF,9
1633,v000757,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
2558,v000757,A WOMAN'S PLACE IS IN THE HOME,5
3515,v000757,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4466,v000757,HAVEN'T THOUGHT MUCH (P1a.T only),0
5339,v000757,DK,8
6254,v000757,"RF. NA. INAP, FTF mode",9
1634,v000758,STRONGLY,1
2559,v000758,NOT STRONGLY,5
3516,v000758,"NA. INAP, FTF mode. 0,7,8 or RF/NA in",0
4467,v000758,DK,8
1635,v000759,Strongly - women equal role,1
2560,v000759,Not strongly - equal role,2
3517,v000759,Other/depends/neither,3
4468,v000759,Not strongly - place is in the home,4
5340,v000759,Strongly - place is in the home,5
6255,v000759,HAVEN'T THOUGHT MUCH (standard format,0
7186,v000759,DK,8
8131,v000759,"RF. NA. INAP, FTF mode",9
1636,v000760,SCALE: 1 / BRANCHING: Strongly - wome,1
2561,v000760,SCALE: 2 / BRANCHING: Not strongly -,2
3518,v000760,SCALE: 3 / BRANCHING: Other/depends/n,3
4469,v000760,SCALE: 4 / BRANCHING: Not strongly -,4
5341,v000760,SCALE: 5 / BRANCHING: Strongly - plac,5
6256,v000760,HAVEN'T THOUGHT MUCH (standard format,0
7187,v000760,DK,8
8132,v000760,"RF. NA. INAP, FTF mode",9
1637,v000761,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
7188,v000761,A WOMAN'S PLACE IS IN THE HOME,7
8133,v000761,"NA. INAP, Phone mode",0
979,v000761,DK,8
1067,v000761,RF,9
1638,v000762,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
2562,v000762,A WOMAN'S PLACE IS IN THE HOME,5
3519,v000762,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4470,v000762,"NA. INAP, FTF mode",0
5342,v000762,DK,8
6257,v000762,RF,9
1639,v000763,STRONGLY,1
2563,v000763,NOT STRONGLY,5
3520,v000763,"NA. INAP, FTF mode. 7,8,9,0 in P1b.T",0
4471,v000763,DK,8
1640,v000764,Strongly - women equal role,1
2564,v000764,Not strongly - equal role,2
3521,v000764,Other/depends/neither,3
4472,v000764,Not strongly - place is in the home,4
5343,v000764,Strongly - place is in the home,5
6258,v000764,"NA. INAP, FTF mode",0
7189,v000764,DK,8
8134,v000764,RF,9
1641,v000765,SCALE: 1 / BRANCHING: Strongly - wome,1
2565,v000765,SCALE: 2 / BRANCHING: Not strongly -,2
3522,v000765,SCALE: 3 / BRANCHING: Other/depends/n,3
4473,v000765,SCALE: 4 / BRANCHING: Not strongly -,4
5344,v000765,SCALE: 5 / BRANCHING: Strongly - plac,5
7190,v000765,DK,8
8135,v000765,RF,9
1642,v000766,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
7191,v000766,A WOMAN'S PLACE IS IN THE HOME,7
8136,v000766,"NA. INAP, Phone mode",0
980,v000766,DK,8
1068,v000766,RF,9
1643,v000767,WOMEN AND MEN SHOULD HAVE EQUAL ROLES,1
2566,v000767,A WOMAN'S PLACE IS IN THE HOME,5
3523,v000767,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4474,v000767,"NA. INAP, FTF mode",0
5345,v000767,DK,8
6259,v000767,RF,9
1644,v000768,STRONGLY,1
2567,v000768,NOT STRONGLY,5
3524,v000768,"NA. INAP, FTF mode. 7,8,9,0 in P1c.T",0
4475,v000768,DK,8
1645,v000769,Strongly - women equal role,1
2568,v000769,Not strongly - equal role,2
3525,v000769,Other/depends/neither,3
4476,v000769,Not strongly - place is in the home,4
5346,v000769,Strongly - place is in the home,5
6260,v000769,NA. FTF mode,0
7192,v000769,DK,8
8137,v000769,RF,9
1646,v000770,SCALE: 1 / BRANCHING: Strongly - wome,1
2569,v000770,SCALE: 2 / BRANCHING: Not strongly -,2
3526,v000770,SCALE: 3 / BRANCHING: Other/depends/n,3
4477,v000770,SCALE: 4 / BRANCHING: Not strongly -,4
5347,v000770,SCALE: 5 / BRANCHING: Strongly - plac,5
7193,v000770,DK,8
8138,v000770,RF,9
1647,v000771,TOUGHER REGULATIONS ON BUSINESS NEEDE,1
7194,v000771,REGULATIONS TO PROTECT ENVIRONMENT AL,7
8139,v000771,HAVEN'T THOUGHT MUCH ABOUT THIS,0
983,v000771,DK,8
1069,v000771,"RF. NA. INAP, Phone mode",9
1648,v000772,TOUGHER REGULATIONS ON BUSINESS NEEDE,1
2570,v000772,REGULATIONS TO PROTECT ENVIRONMENT AL,5
3527,v000772,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4478,v000772,HAVEN'T THOUGHT MUCH ABOUT THIS,0
5348,v000772,DK,8
6261,v000772,"RF. NA. INAP, FTF mode",9
1649,v000773,A LOT,1
2571,v000773,SOMEWHAT,5
3528,v000773,"NA. INAP, FTF mode. 5,7,8,9,0 in P2a.",0
1650,v000774,WAY TOO MUCH,1
2572,v000774,SOMEWHAT,5
3529,v000774,"NA. INAP, FTF mode. 1,7,8,9,0 in P2a.",0
1651,v000775,Toughen regulations a lot,1
2573,v000775,Toughen regulations a little,2
3530,v000775,Other/depends/neither,3
4479,v000775,Regulations somewhat of a burden,4
5349,v000775,Regulations way too much burden,5
6262,v000775,Haven't thought much about it,0
7195,v000775,DK,8
8140,v000775,"RF. NA. INAP, FTF mode",9
1652,v000776,SCALE: 1 / BRANCHING: Toughen regulat,1
2574,v000776,SCALE: 2 / BRANCHING: Toughen regulat,2
3531,v000776,"SCALE: 3,4,5 / BRANCHING: Other/depen",3
4480,v000776,SCALE: 6 / BRANCHING: Regulations som,4
5350,v000776,SCALE: 7 / BRANCHING: Regulations way,5
6263,v000776,Haven't thought much about it,0
7196,v000776,DK,8
8141,v000776,RF. NA,9
1653,v000777,NOT AT ALL IMPORTANT,1
2575,v000777,NOT TOO IMPORTANT,2
3532,v000777,SOMEWHAT IMPORTANT,3
4481,v000777,VERY IMPORTANT,4
5351,v000777,EXTREMELY IMPORTANT,5
7197,v000777,DK,8
8142,v000777,RF,9
1654,v000778,TOUGHER REGULATIONS ON BUSINESS NEEDE,1
7198,v000778,REGULATIONS TO PROTECT ENVIRONMENT AL,7
8143,v000778,"NA. INAP, Phone mode",0
984,v000778,DK,8
1070,v000778,RF,9
1655,v000779,TOUGHER REGULATIONS ON BUSINESS NEEDE,1
2576,v000779,REGULATIONS TO PROTECT ENVIRONMENT AL,5
3533,v000779,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4482,v000779,"NA. INAP, FTF mode",0
5352,v000779,DK,8
6264,v000779,RF,9
1656,v000780,A LOT,1
2577,v000780,SOMEWHAT,5
3534,v000780,"NA. INAP, FTF mode. 5,7,8,9,0 in P2b.",0
4483,v000780,DK,8
1657,v000781,WAY TOO MUCH,1
2578,v000781,SOMEWHAT,5
3535,v000781,"NA. INAP, FTF mode. 1,7,8,9,0 in P2b.",0
1658,v000782,"NA. INAP, FTF mode",0
2579,v000782,Toughen regulations a lot,1
3536,v000782,Toughen regulations a little,2
4484,v000782,Other/depends/neither,3
5353,v000782,Regulations somewhat of a burden,4
6265,v000782,Regulations way too much burden,5
7199,v000782,DK,8
8144,v000782,RF,9
1659,v000783,SCALE: 1 / BRANCHING: Toughen regulat,1
2580,v000783,SCALE: 2 / BRANCHING: Toughen regulat,2
3537,v000783,"SCALE: 3,4,5 / BRANCHING: Other/depen",3
4485,v000783,SCALE: 6 / BRANCHING: Regulations som,4
5354,v000783,SCALE: 7 / BRANCHING: Regulations way,5
7200,v000783,DK,8
8145,v000783,RF,9
1660,v000784,VERY CERTAIN,1
2581,v000784,PRETTY CERTAIN,3
3538,v000784,NOT VERY CERTAIN,5
4486,v000784,"NA. INAP, 8,9 or NA in P2b. 7,8,9 or",0
5355,v000784,DK,8
6266,v000784,RF,9
1661,v000785,TOUGHER REGULATIONS ON BUSINESS NEEDE,1
7201,v000785,REGULATIONS TO PROTECT ENVIRONMENT AL,7
8146,v000785,"NA. INAP, Phone mode",0
985,v000785,DK,8
1071,v000785,RF,9
1662,v000786,TOUGHER REGULATIONS ON BUSINESS NEEDE,1
2582,v000786,REGULATIONS TO PROTECT ENVIRONMENT AL,5
3539,v000786,"OTHER, IT DEPENDS, NEITHER (VOL)",7
4487,v000786,"NA. INAP, FTF mode",0
5356,v000786,DK,8
6267,v000786,RF,9
1663,v000787,A LOT,1
2583,v000787,SOMEWHAT,5
3540,v000787,"NA. INAP, FTF mode. 5,7,8,9,0 in P2c.",0
1664,v000788,WAY TOO MUCH,1
2584,v000788,SOMEWHAT,5
3541,v000788,"NA. INAP, FTF mode. 1,7,8,9,0 in P2c.",0
4488,v000788,DK,8
1665,v000789,Toughen regulations a lot,1
2585,v000789,Toughen regulations a little,2
3542,v000789,Other/depends/neither,3
4489,v000789,Regulations somewhat of a burden,4
5357,v000789,Regulations way too much burden,5
6268,v000789,"NA. INAP, FTF mode",0
7202,v000789,DK,8
8147,v000789,RF,9
1666,v000790,SCALE: 1 / BRANCHING: Toughen regulat,1
2586,v000790,SCALE: 2 / BRANCHING: Toughen regulat,2
3543,v000790,"SCALE: 3,4,5 / BRANCHING: Other/depen",3
4490,v000790,SCALE: 6 / BRANCHING: Regulations som,4
5358,v000790,SCALE: 7 / BRANCHING: Regulations way,5
7203,v000790,DK,8
8148,v000790,RF,9
1667,v000791,VERY CERTAIN,1
2587,v000791,PRETTY CERTAIN,3
3544,v000791,NOT VERY CERTAIN,5
4491,v000791,"NA. INAP, 8,9 or NA in P2c. 7,8,9 or",0
5359,v000791,DK,8
1668,v000792,YES,1
2588,v000792,NO,5
4492,v000792,DON'T KNOW,8
1669,v000793,AL GORE,1
2589,v000793,GEORGE W. BUSH,2
3545,v000793,PAT BUCHANAN,3
4493,v000793,RALPH NADER,4
5360,v000793,"NONE (if voter, will not vote for pre",5
6269,v000793,"OTHER, (SPECIFY):",7
7204,v000793,"NA. INAP, 5,8,9,0 in P3",0
8149,v000793,DON'T KNOW,8
986,v000793,RF,9
1670,v000794,STRONG,1
2590,v000794,NOT STRONG,5
3546,v000794,"NA. INAP, 5,8,9 or 0 in P3a",0
4494,v000794,DK,8
1671,v000795,AL GORE,1
2591,v000795,GEORGE W. BUSH,2
3547,v000795,PAT BUCHANAN,3
4495,v000795,RALPH NADER,4
5361,v000795,"NONE (if voter, will not vote for pre",5
6270,v000795,"OTHER, (SPECIFY):",7
7205,v000795,"NA. INAP, 0, 9 in P3. 1-4,7,8,9 or NA",0
8150,v000795,DON'T KNOW,8
987,v000795,RF,9
1672,v000796,STRONG,1
2592,v000796,NOT STRONG,5
3548,v000796,"NA. INAP, 5,0,8,9 in P3c",0
4496,v000796,DK,8
1673,v000797,REPUBLICANS,1
2593,v000797,DEMOCRATS,5
4497,v000797,DK,8
5362,v000797,RF,9
1674,v000798,REPUBLICANS,1
2594,v000798,DEMOCRATS,5
4498,v000798,DK,8
5363,v000798,RF,9
1675,v000799,"YES, HAVE INTEREST IN QUESTION",1
2595,v000799,"NO, HAVEN'T HAD INTEREST",5
4499,v000799,DK,8
5364,v000799,RF,9
1676,v000800,GOVERNMENT IN WASHINGTON SHOULD SEE T,1
2596,v000800,THIS IS NOT THE FEDERAL GOVERNMENT'S,5
3549,v000800,OTHER (SPECIFY),7
4500,v000800,"NA. INAP, 5,8,9,0 in P6",0
5365,v000800,DK,8
6271,v000800,RF,9
1677,v000801,STRONGLY,1
2597,v000801,NOT STRONGLY,5
3550,v000801,"NA. INAP, 0,7,8,9 in P6a",0
4501,v000801,DK,8
1678,v000802,Strongly - govt should see to fair tr,1
2598,v000802,Not strongly - govt should see to fai,2
3551,v000802,Not strongly - not the government's b,4
4502,v000802,Strongly - not the government's busin,5
5366,v000802,"NA. INAP, no interest (5 in P6)",0
6272,v000802,Other,7
7206,v000802,DK,8
8151,v000802,RF,9
1679,v000803,FOR PREFERENTIAL HIRING AND,1
2599,v000803,AGAINST PREFERENTIAL HIRING AND,5
3552,v000803,OTHER (SPECIFY),7
5367,v000803,DK,8
6273,v000803,RF,9
1680,v000804,STRONGLY,1
2600,v000804,NOT STRONGLY,5
3553,v000804,"NA. INAP, 5,7,8,9,0 in P7",0
4503,v000804,DK,8
2601,v000805,NOT STRONGLY,5
3554,v000805,"NA. INAP, 1,7,8,9,0 in P7",0
4504,v000805,DK,8
1681,v000806,Favor strongly,1
2602,v000806,Favor not strongly,2
3555,v000806,Oppose not strongly,4
4505,v000806,Oppose strongly,5
6274,v000806,Other,7
7207,v000806,DK,8
8152,v000806,RF,9
1682,v000807,GOTTEN SMALLER,1
2603,v000807,GOTTEN LARGER,3
3556,v000807,STAYED ABOUT THE SAME,5
4506,v000807,"NA. INAP, R selected for Q14-Q15",0
5368,v000807,DK,8
6275,v000807,RF,9
1683,v000808,MUCH SMALLER,1
2604,v000808,SOMEWHAT SMALLER,5
3557,v000808,"NA. INAP, 3,5,8,9,0 in Q1",0
4507,v000808,DK,8
1684,v000809,MUCH LARGER,1
2605,v000809,SOMEWHAT LARGER,5
3558,v000809,"NA. INAP, 1,5,8,9,0 in Q1",0
4508,v000809,DK,8
1685,v000810,Much smaller,1
2606,v000810,Somewhat smaller,2
3559,v000810,About the same,3
4509,v000810,Somewhat larger,4
5369,v000810,Much larger,5
6276,v000810,"NA. INAP, R selected for Q14-Q15 sec",0
7208,v000810,DK,8
8153,v000810,RF,9
1686,v000811,INCREASED,1
2607,v000811,DECREASED,3
3560,v000811,STAYED ABOUT THE SAME,5
4513,v000811,"NA. INAP, R selected for Q14-Q15 sect",0
5370,v000811,DK,8
6277,v000811,RF,9
1687,v000812,A LOT,1
2608,v000812,SOMEWHAT,5
3561,v000812,"NA. INAP, 5,8,9,0 in Q2",0
4514,v000812,DK,8
1688,v000813,Increases a lot,1
2609,v000813,Increased somewhat,2
3562,v000813,Stayed about the same,3
4515,v000813,Decreased somewhat,4
5371,v000813,Decreased a lot,5
6278,v000813,"NA. INAP, R selected for Q14-Q15 sec",0
7209,v000813,DK,8
8154,v000813,RF,9
1689,v000814,BETTER,1
2610,v000814,WORSE,3
3563,v000814,THE SAME,5
4516,v000814,"NA. INAP, R selected for Q14-Q15 sect",0
5372,v000814,DK,8
1690,v000815,MUCH BETTER,1
2611,v000815,SOMEWHAT BETTER,5
3564,v000815,"NA. INAP, 3,5,8,9,0 in Q3",0
1691,v000816,MUCH WORSE,1
2612,v000816,SOMEWHAT WORSE,5
3565,v000816,"NA. INAP, 1,5,8,9,0 in Q3",0
1692,v000817,Much better,1
2613,v000817,Somewhat better,2
3566,v000817,About the same,3
4517,v000817,Somewhat worse,4
5373,v000817,Much worse,5
6279,v000817,"NA. INAP, R selected for Q14-Q15 sec",0
7210,v000817,DK,8
1693,v000818,MADE THE ECONOMY BETTER,1
2614,v000818,MADE THE ECONOMY WORSE,3
3567,v000818,NO EFFECT,5
4518,v000818,"NA. INAP, R selected for Q14-Q15 sect",0
5374,v000818,DK,8
1694,v000819,MUCH BETTER,1
2615,v000819,SOMEWHAT BETTER,5
3568,v000819,"NA. INAP, 3,5,8,9,0 in Q4",0
1695,v000820,MUCH WORSE,1
2616,v000820,SOMEWHAT WORSE,5
3569,v000820,"NA. INAP, 1,5,8,9,0 in Q4",0
1696,v000821,Much better,1
2617,v000821,Somewhat better,2
3570,v000821,No effect,3
4519,v000821,Somewhat worse,4
5375,v000821,Much worse,5
6280,v000821,"NA. INAP, R selected for Q14-Q15 sec",0
7211,v000821,DK,8
1697,v000822,HELPED,1
2618,v000822,HURT,3
3571,v000822,NOT AFFECTED,5
